HH.VEH.ID,VEHTYPE,URBRUR,ARRHOME,DUR.HOME,DEPHOME,HHVEHMILES,ARRWORK,DUR.WORK,DEPWORK
010052101.03,3,2,1500,940,640,32,710,440,1430
010052660.01,1,1,2015,720,815,92,900,210,1230
010052736.02,1,1,1830,900,930,11,945,90,1115
010052754.01,2,2,2104,836,1100,2.6666666666,1934,86,2100
010052996.03,1,1,2000,616,616,44,635,515,1510
010053087.03,1,1,1848,702,630,21,702,418,1400
010053283.01,1,2,1715,1005,1000,39,1015,225,1400
010053283.03,1,2,1910,860,930,34,1310,210,1640
010053489.02,1,1,2115,1035,1430,10,1455,365,2100
010053939.03,4,1,1630,840,630,18,1148,252,1600
010054749.02,1,1,1848,1152,1400,12,1750,55,1845
010055746.03,3,1,2148,520,628,14,650,630,1720
010056903.02,1,1,2321,659,1020,17,1345,570,2315
010059155.01,3,1,1715,880,755,2,800,541,1701
010059155.03,1,1,2200,580,740,18,800,245,1205
010059315.02,4,1,1205,1180,745,52,1040,50,1130
010059315.03,1,1,1945,720,745,70,855,245,1300
010059968.01,1,1,1731,794,645,34,652,293,1145
010060496.02,1,1,1713,1107,1140,12.4444444444,1150,190,1500
010060553.03,1,1,2035,690,805,25,830,420,1530
010060722.01,2,2,2025,670,735,34,800,120,1000
010060722.02,3,2,1700,860,720,102,745,240,1145
010061251.01,2,1,2055,620,715,35,800,480,1600
010061251.02,1,1,1700,850,710,63,755,435,1510
010062249.04,4,1,1530,930,700,6,820,40,900
010062249.04,4,1,1530,930,700,6,1220,60,1320
010062249.04,4,1,1530,930,700,6,1350,10,1400
010062249.04,4,1,1530,930,700,6,1210,0,1210
010062249.04,4,1,1530,930,700,6,1330,10,1340
010062249.04,4,1,1530,930,700,6,1450,10,1500
010062249.04,4,1,1530,930,700,6,915,45,1000
010062249.04,4,1,1530,930,700,6,800,15,815
010062249.04,4,1,1530,930,700,6,745,5,750
010062249.04,4,1,1530,930,700,6,1010,110,1200
010062669.01,1,2,1310,1120,750,8,755,185,1100
010063198.01,4,1,2015,900,1115,6,1125,515,2000
010063255.01,1,1,2005,700,745,14.5,755,219,1134
010063255.01,1,1,2005,700,745,14.5,1234,207,1601
010063255.01,1,1,2005,700,745,14.5,1730,150,2000
010063303.01,1,1,1650,900,750,5.5,755,515,1630
010063349.01,1,1,1855,745,720,24.2222222222,735,550,1645
010063349.02,4,1,1310,1100,730,33,747,268,1215
010063479.01,3,1,1705,905,810,71,900,75,1015
010063479.02,1,1,2015,690,745,62,815,540,1715
010063563.03,1,1,345,605,1350,228,2015,345,200
010063787.01,1,2,1720,850,730,25,800,540,1700
010063787.02,4,2,1720,730,530,39,600,635,1635
010063844.01,2,2,2120,560,640,30,650,470,1440
010064074.01,2,1,1903,617,520,53,600,510,1430
010064476.02,2,1,2120,580,700,123,720,280,1200
010064560.01,3,2,1530,955,725,32,735,35,810
010064636.01,4,2,1535,805,500,36,530,540,1430
010065017.02,3,1,2320,865,1345,62,1440,470,2230
010065932.03,1,1,1905,730,715,6,1345,225,1730
010065932.03,1,1,1905,730,715,6,1205,85,1330
010065932.03,1,1,1905,730,715,6,855,95,1030
010067507.01,1,1,1845,825,830,45,925,485,1730
010067842.02,4,2,2130,540,630,194,655,35,730
010068009.01,4,2,1945,645,630,4,645,765,1930
010068326.02,1,1,2045,645,730,6,755,445,1520
010068353.02,1,1,2235,455,610,36,645,465,1430
010068447.01,1,1,2200,535,655,117,656,514,1530
010068652.03,3,1,1830,720,630,60,745,555,1700
010069163.01,1,1,1920,940,1100,29,1110,480,1910
010069163.03,4,1,1627,843,630,40.5,639,306,1145
010069257.01,1,1,1632,999,911,15,923,385,1548
010069949.01,2,1,2115,600,715,7,725,550,1635
010070123.01,1,1,2155,575,730,72,1140,525,2025
010071027.02,1,1,1350,965,555,23,615,165,900
010071072.01,4,2,1020,1270,730,65,830,540,1730
010072976.02,1,1,1240,1070,630,23,710,290,1200
010073946.02,4,1,1730,700,510,46,545,645,1630
010074260.02,3,1,300,695,1435,28,1510,650,200
010074783.02,1,2,2010,710,800,84,825,260,1245
010075959.01,1,1,1740,875,815,96,835,525,1720
010076143.01,1,2,1700,760,540,18,550,112,742
010076291.01,1,1,2055,545,600,20,1455,335,2030
010076291.02,1,1,2225,570,755,102.1111111111,1330,515,2205
010078352.01,4,1,1815,810,745,105,835,175,1130
010078352.02,3,1,1637,908,745,4,753,517,1630
010079229.03,2,2,1732,823,715,14,717,168,1005
010079546.01,2,1,2155,618,813,82,840,80,1000
010079546.02,1,1,2000,615,615,37,635,540,1535
010079957.01,3,1,310,275,745,6,753,1147,300
010080001.01,1,1,1910,640,550,24.5555555556,615,563,1538
010080001.02,2,1,2125,930,1255,77.2222222222,1655,250,2105
010081035.02,1,1,1700,845,705,11,715,535,1610
010081174.01,1,1,1815,745,640,27,700,330,1230
010081400.01,4,2,105,940,1645,2.2222222224,1650,208,2018
010081512.02,3,1,1615,855,630,36,700,510,1530
010082041.02,4,2,1747,778,645,16,750,490,1600
010082519.01,4,1,1710,882,752,3.3333333332,800,267,1227
010083208.02,1,1,1945,1275,1700,36,1725,110,1915
010084568.02,3,1,1950,610,600,101,850,610,1900
010084755.01,4,1,2120,490,530,0.2222222222,555,350,1145
010085725.02,1,1,1245,1140,745,107,800,270,1230
010086209.01,4,1,1556,856,612,8,620,568,1548
010086955.02,4,1,1845,742,707,33.5,718,155,953
010087756.01,1,1,1618,1189,1207,14,1212,113,1405
010089143.02,4,1,2125,485,530,23.5,540,560,1500
010089509.02,1,1,300,430,1010,49,1540,650,230
010089835.01,1,1,1215,1020,515,9,530,390,1200
010089880.01,1,1,2050,1240,1730,91,748,559,1707
010089880.01,1,1,2050,1240,1730,91,905,145,1130
010090701.01,1,1,2000,840,1000,20.9444444444,1030,0,1030
010090738.01,4,2,2045,675,800,25.2222222222,910,280,1350
010090961.01,4,2,1350,1080,750,18.3333333334,755,130,1005
010091203.05,1,1,1845,815,820,34,845,248,1253
010091780.02,1,1,2015,795,930,1,941,559,1900
010091838.01,3,1,2215,523,658,85.111111111,734,266,1200
010091838.02,1,1,2300,480,700,72,751,459,1530
010091865.03,2,1,1715,675,430,32,440,20,500
010092358.01,1,2,1500,930,630,60,730,420,1430
010092750.04,1,1,1955,1395,1910,17.3333333333,1600,360,2200
010092956.02,1,1,1345,1290,1115,12,1125,130,1335
010093449.01,1,1,1950,790,900,50,1030,120,1230
010093579.01,1,1,1520,870,550,40,610,275,1045
010095041.01,1,1,2100,955,1255,64,1350,190,1700
010095368.01,4,1,1850,900,950,23,1000,510,1830
010095368.03,4,1,1925,755,800,6,815,185,1120
010095788.02,1,2,2110,925,1235,27,1305,235,1700
010095788.03,1,2,1115,1125,600,83,615,285,1100
010096299.02,1,1,2200,540,700,24,815,210,1145
010096936.02,4,1,1615,820,555,14,628,542,1530
010097009.02,3,2,1604,926,730,63,816,434,1530
010097205.01,1,1,1100,1200,700,35,800,120,1000
010097876.03,1,1,1800,735,615,88.3333333333,630,516,1506
010098033.02,4,1,1855,635,530,11,615,675,1730
010098257.01,1,1,1835,665,540,14,615,710,1805
010098622.01,1,2,1820,790,730,17.2222222222,745,620,1805
010099450.02,1,1,1818,747,645,14,657,663,1800
010099704.01,1,1,2115,625,740,8.5,750,550,1700
010102060.01,3,1,1742,828,730,2,738,595,1733
010102444.02,3,1,2115,645,800,46,820,40,900
010102930.01,1,2,1503,907,610,15,625,485,1430
010103115.01,1,1,2130,600,730,40.2222222222,748,547,1655
010103405.01,3,1,2045,595,640,42.8888888888,720,490,1530
010103405.02,3,1,1720,830,710,26,724,516,1600
010104046.01,1,1,1725,845,730,19,800,270,1230
010104701.01,1,2,606,699,1745,8,739,291,1230
010104701.02,1,2,1705,880,745,12,750,550,1700
010104701.03,1,2,1611,809,540,128.8888888888,550,610,1600
010104943.02,3,1,1715,825,700,30,740,530,1630
010105623.01,1,1,2245,795,1200,32,1210,65,1315
010105641.03,1,2,2140,650,830,50,855,740,2115
010105641.04,1,2,1730,780,630,90,745,465,1530
010105696.01,4,1,2310,500,730,126,830,270,1300
010105847.01,4,2,1650,730,500,110,520,110,710
010106545.01,1,1,1720,855,735,20,755,230,1145
010106611.02,4,1,1720,775,615,30,645,525,1530
010108259.01,1,2,2015,540,515,114,620,775,1915
010109340.01,3,1,2035,678,753,14,804,236,1200
010110195.01,1,1,1745,780,645,12,650,255,1105
010110579.01,1,2,1320,1060,700,189,1255,455,2030
010111419.03,2,1,2127,678,845,13.7222222222,857,587,1844
010112304.01,3,1,2320,450,650,12,703,967,2310
010112304.02,1,1,1805,685,530,22,540,540,1440
010112827.03,1,1,2040,1100,1500,111,905,325,1430
010113468.02,1,1,1825,815,800,44,830,240,1230
010114465.01,3,1,2226,574,800,24,821,819,2200
010114465.02,3,1,2136,650,826,40,847,58,945
010115275.01,3,1,1500,870,530,34,600,510,1430
010115501.01,1,2,1710,900,810,54,845,385,1510
010115538.01,1,1,1805,835,800,10,1300,240,1700
010115538.01,1,1,1805,835,800,10,803,237,1200
010115538.02,4,1,1915,645,600,72,700,675,1815
010115538.03,1,1,2300,495,715,52,1630,375,2245
010116339.02,1,1,1725,920,845,32,855,365,1500
010116553.02,4,1,1855,765,740,2,750,655,1845
010116656.01,1,1,1630,930,800,20,824,460,1604
010116834.01,1,1,1932,658,630,31,700,720,1900
010116834.01,1,1,1932,658,630,31,655,731,1906
010116852.01,3,1,1700,960,900,26.1111111111,907,258,1325
010117569.01,1,2,1300,1130,750,19.4444444444,930,180,1230
010117569.02,4,2,1535,775,430,63.1111111111,450,555,1405
010118539.01,3,1,1815,775,710,49,755,485,1600
010118539.02,4,1,1640,845,645,51,700,390,1330
010118986.02,1,1,1820,792,732,48.5,1355,65,1500
010119563.01,1,2,1745,820,725,109,800,240,1200
010120635.02,1,1,1720,840,720,25,740,140,1000
010120699.01,4,2,1545,1125,1030,74,1115,255,1530
010120699.02,1,2,945,1215,600,80,630,515,1505
010120699.03,1,2,1820,635,455,140,520,730,1730
010120699.03,1,2,1820,635,455,140,520,740,1740
010121173.01,1,2,2300,435,615,57,705,535,1600
010121687.01,4,1,1720,940,900,31,915,195,1230
010122237.01,3,1,1550,880,630,16.5,645,510,1515
010122237.02,1,1,1538,1012,830,3,1057,273,1530
010122303.02,1,1,2015,675,730,70,830,660,1930
010122385.02,1,1,2045,665,750,36,1600,240,2000
010122433.01,4,1,1700,855,715,7.1111111111,740,530,1630
010122938.03,4,2,1940,655,635,62,720,610,1730
010122992.01,1,1,1830,600,430,70,720,540,1620
010122992.01,1,1,1830,600,430,70,450,790,1800
010123216.01,4,1,1940,570,510,18.5,710,590,1700
010123908.01,1,1,1810,785,715,17,745,565,1710
010123971.01,4,1,1715,840,715,50,805,505,1630
010124491.01,1,1,1715,935,850,17,900,360,1500
010124709.01,2,1,1011,1279,730,4.2222222223,745,570,1715
010125911.01,1,2,2255,680,1015,125,1055,175,1350
010125993.01,4,2,1610,785,515,2,520,310,1030
010126253.02,1,1,1935,755,810,15,935,160,1215
010126356.02,1,2,1550,870,620,141.3333333334,625,335,1200
010126440.02,1,1,1917,908,1025,31,1027,528,1915
010126703.03,1,2,1410,860,430,28,455,520,1335
010126972.01,1,1,2138,702,920,39,1141,304,1645
010127737.01,1,1,1845,783,748,42.1111111111,802,215,1137
010127737.02,1,1,1615,990,845,10,857,425,1602
010127942.02,4,1,1420,865,445,38.1111111112,510,345,1055
010127988.05,4,1,1520,900,620,14.1111111111,640,500,1500
010130166.01,3,1,1840,771,731,122,740,20,800
010130465.01,1,1,2230,840,1230,30,1310,530,2200
010130755.01,3,2,2230,540,730,26.6666666666,752,218,1130
010132366.01,4,1,2200,570,730,2,1555,155,1830
010132366.02,1,1,2200,840,1200,4,1215,210,1545
010132861.01,4,1,1825,1155,1340,28,1350,265,1815
010132861.03,1,1,2045,615,700,124,1745,165,2030
010134285.01,3,1,2120,640,800,98,855,425,1600
010134285.02,1,1,1850,730,700,42,720,40,800
010134771.01,1,1,2012,626,638,75,705,540,1605
010134771.02,4,1,1920,715,715,34,1020,460,1800
010134874.01,1,1,1650,840,650,18,710,560,1630
010135116.01,1,1,1935,685,700,74,800,480,1600
010135282.01,4,1,1925,665,630,4,700,725,1905
010135367.01,3,1,2110,875,1145,48,1225,485,2030
010135620.01,1,1,1748,761,629,18,639,531,1530
010136430.03,1,1,1625,910,735,31,800,415,1455
010136636.02,4,1,1610,875,645,6,700,540,1600
010137633.01,1,2,2140,545,645,50,725,810,2055
010137914.01,1,1,2130,570,700,45.5,1410,435,2125
010138939.01,1,1,1732,838,730,11.5,756,547,1703
010139356.01,4,2,1910,660,610,24,630,440,1350
010140585.02,4,2,1710,800,630,117,1245,105,1430
010140709.02,1,1,1925,740,745,22,800,615,1815
010141386.01,4,2,1756,790,706,132,751,530,1641
010142495.01,1,1,1320,1165,845,25,900,245,1305
010143737.02,3,1,1915,695,650,25,728,607,1735
010144716.01,3,1,1730,835,725,0.4444444444,753,562,1715
010144985.02,1,1,1615,1035,930,10,945,375,1600
010145393.03,1,2,1645,775,540,119,655,515,1530
010145450.01,1,1,2145,670,855,8,910,470,1700
010145937.01,2,1,2035,655,730,6,750,560,1710
010145937.03,4,1,1635,900,735,33,745,520,1625
010146587.02,1,1,1815,785,720,46,805,545,1710
010146608.01,2,2,1920,890,1010,10.5,1015,210,1345
010146608.01,2,2,1920,890,1010,10.5,816,584,1800
010148406.01,1,1,1955,775,850,8,900,270,1330
010148750.02,4,1,1652,868,720,37.1111111112,740,200,1100
010149645.01,3,1,1910,740,730,37.2222222222,815,405,1500
010149645.02,1,1,1530,980,750,80,825,395,1500
010149654.02,3,1,1830,900,930,35,940,230,1330
010150061.02,1,1,1710,830,700,6,710,590,1700
010150294.01,3,2,1627,993,900,3.5555555556,904,181,1205
010151321.01,1,1,1750,803,713,30,743,567,1710
010152962.01,1,1,1550,875,625,4.4444444445,635,538,1533
010153035.01,1,1,1715,735,530,76,620,575,1555
010153035.03,1,1,1820,685,545,68,630,600,1630
010153316.04,1,1,2150,700,930,44,1522,313,2035
010154621.01,1,1,1410,1295,1145,10,1155,125,1400
010155114.01,1,1,1707,863,730,8,737,563,1700
010156205.01,1,1,1805,755,640,20,657,513,1530
010157088.01,3,2,2135,985,1400,61,735,25,800
010157088.01,3,2,2135,985,1400,61,2230,595,825
010157088.02,1,2,1500,915,615,208,620,70,730
010157088.04,3,2,1645,705,430,188.1111111111,715,525,1600
010157088.04,3,2,1645,705,430,188.1111111111,510,1,511
010157181.01,2,1,1815,1125,1300,112,1345,225,1730
010157444.01,1,1,1703,916,819,12,824,86,950
010157716.01,1,1,1845,735,700,54.2222222222,815,555,1730
010157716.02,2,1,1700,765,545,54,730,510,1600
010157882.02,3,1,1919,741,740,31,809,556,1725
010157949.01,1,2,1944,716,740,23.1111111111,750,485,1555
010157949.02,2,2,1835,810,805,73,825,365,1430
010158405.01,1,1,1745,705,530,34,815,230,1205
010159037.02,1,1,1340,1085,745,10,850,252,1302
010159176.01,3,1,1932,733,745,18,830,630,1900
010159411.01,3,1,2045,600,645,27.1111111111,700,240,1100
010159831.03,1,1,1835,815,810,27,830,180,1130
010160565.01,1,1,1640,845,645,51,655,195,1010
010161012.01,1,1,1505,1200,1105,48,825,65,930
010161012.02,3,1,1710,815,645,105.1111111111,730,540,1630
010161197.01,1,1,2116,634,750,14,819,603,1822
010161197.03,1,1,1730,810,700,38,750,160,1030
010161553.01,3,1,1205,1135,700,46,730,240,1130
010161777.01,1,1,1540,1010,830,47,1000,300,1500
010162149.02,1,2,1820,730,630,90,720,580,1700
010163016.01,1,1,1440,1070,830,56,852,13,905
010163753.01,2,2,1545,1185,1130,6.7777777777,1335,125,1540
010163753.01,2,2,1545,1185,1130,6.7777777777,1135,90,1305
010164648.02,4,1,1655,1010,945,28,951,249,1400
010165216.02,1,2,2210,562,732,46,748,564,1712
010166071.03,1,1,1645,800,605,25,630,570,1600
010166286.01,3,2,1720,805,645,94.1111111111,720,490,1530
010166473.02,1,2,2015,895,1110,82,1125,340,1705
010166473.04,1,2,1930,750,800,99,825,170,1115
010166473.05,1,2,1624,933,757,74,844,233,1237
010166473.07,4,2,1650,1380,1550,16.1111111111,1150,40,1230
010166745.02,4,1,1745,720,545,57,630,630,1700
010167256.02,1,1,1630,960,830,2,845,150,1115
010167742.02,2,1,1555,905,700,15,707,518,1545
010168374.03,1,1,2210,800,1130,19,1650,290,2140
010169492.02,1,2,2310,905,1415,49.1111111111,1630,205,1955
010169764.01,2,1,2120,640,800,39.1666666666,900,300,1400
010169764.03,4,1,2000,1380,1900,55,550,610,1600
010169906.02,1,2,1955,785,900,40.2222222222,915,285,1400
010170117.01,4,1,1740,875,815,59,905,490,1715
010170117.02,1,1,1745,1165,1310,45,1320,21,1341
010170676.01,1,1,2045,615,700,34.6666666666,725,200,1045
010170706.01,1,1,1610,895,705,8,715,305,1220
010171600.02,1,1,2110,1160,1630,7,1645,252,2057
010172205.01,2,1,145,1105,2010,50,855,560,1815
010172326.02,1,1,2220,505,645,32,1830,210,2200
010172326.02,1,1,2220,505,645,32,705,265,1130
010172960.01,3,1,1945,660,645,45,655,761,1936
010173024.01,1,1,1920,790,830,41,945,560,1905
010173079.01,1,2,2035,640,715,38,725,305,1230
010173378.02,1,1,1837,638,515,74,555,725,1800
010173417.01,1,1,1840,770,730,35.5,750,220,1130
010174562.02,1,1,2230,390,500,50,705,495,1520
010175064.01,1,1,2040,605,645,22,700,600,1700
010175297.01,3,1,1720,895,815,10,830,510,1700
010175907.02,4,2,235,715,1430,23,1455,695,230
010175925.01,3,2,1440,860,500,102,525,530,1415
010176445.01,4,2,1615,900,715,33,730,510,1600
010176445.02,1,2,2145,600,745,14,752,548,1700
010176566.01,3,1,235,750,1505,4.5,1515,490,2325
010176605.02,3,1,2230,670,940,86,945,380,1605
010176810.01,1,1,1736,834,730,36,800,555,1715
010177488.02,3,2,1532,958,730,2,732,478,1530
010177723.02,1,1,2110,530,600,61,645,825,2030
010178739.01,1,2,1407,938,545,186,550,490,1400
010178739.03,4,2,1945,530,435,4,450,10,500
010178908.01,2,1,1700,855,715,19.1111111111,725,525,1610
010178908.02,2,1,1813,842,815,12,828,572,1800
010179839.01,1,1,2020,765,905,37,917,313,1430
010180488.02,1,1,1645,815,620,61,645,320,1205
010180938.01,1,1,1650,1150,1200,71.5,645,0,645
010180938.01,1,1,1650,1150,1200,71.5,1645,0,1645
010180938.01,1,1,1650,1150,1200,71.5,650,115,845
010180938.02,4,1,1820,1180,1400,68,1745,5,1750
010183715.02,3,2,1700,925,825,6.1111111111,834,311,1345
010183957.03,1,1,1320,1295,1055,20,1200,65,1305
010184114.01,1,1,2122,677,839,22.9999999998,1001,184,1305
010184561.01,4,2,1625,865,650,36,715,525,1600
010184561.01,4,2,1625,865,650,36,722,503,1545
010185791.02,4,1,1700,840,700,12,710,290,1200
010187236.01,1,1,1928,812,900,68,929,150,1159
010187384.01,1,1,1955,640,635,87,657,310,1207
010187384.02,1,1,2035,678,753,62,850,190,1200
010187517.01,1,1,1715,855,730,14,800,240,1200
010187889.02,1,1,1135,1220,755,24,800,210,1130
010187991.01,1,2,1610,890,700,24,710,320,1230
010188354.01,4,1,1715,765,600,46,620,550,1530
010188381.01,1,1,1620,1390,1530,25,820,115,1015
010188608.02,1,1,1650,910,800,22.1111111111,815,495,1630
