# file...... output/IEEE_123_feeder_0_swing_node.csv
# date...... Wed Dec 12 17:34:23 2018
# user...... mukh614
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 01:09:00 PST,+142914+0j,+1.56199e+06+834985j
2013-08-28 01:10:00 PST,+142914+0j,+1.56519e+06+836102j
2013-08-28 01:11:00 PST,+142911+0j,+1.56664e+06+836848j
2013-08-28 01:12:00 PST,+142911+0j,+1.56457e+06+836050j
2013-08-28 01:13:00 PST,+142911+0j,+1.56257e+06+835138j
2013-08-28 01:14:00 PST,+142911+0j,+1.56373e+06+835679j
2013-08-28 01:15:00 PST,+142911+0j,+1.56483e+06+836336j
2013-08-28 01:16:00 PST,+142911+0j,+1.55963e+06+834659j
2013-08-28 01:17:00 PST,+142911+0j,+1.55368e+06+832635j
2013-08-28 01:18:00 PST,+142911+0j,+1.55086e+06+832055j
2013-08-28 01:19:00 PST,+142911+0j,+1.54797e+06+831589j
2013-08-28 01:20:00 PST,+142911+0j,+1.54198e+06+829688j
2013-08-28 01:21:00 PST,+142921+0j,+1.54196e+06+829366j
2013-08-28 01:22:00 PST,+142921+0j,+1.54654e+06+830868j
2013-08-28 01:23:00 PST,+142921+0j,+1.54909e+06+831713j
2013-08-28 01:24:00 PST,+142921+0j,+1.5505e+06+831897j
2013-08-28 01:25:00 PST,+142921+0j,+1.55395e+06+832742j
2013-08-28 01:26:00 PST,+142919+0j,+1.551e+06+832120j
2013-08-28 01:27:00 PST,+142919+0j,+1.54565e+06+830962j
2013-08-28 01:28:00 PST,+142919+0j,+1.5372e+06+828372j
2013-08-28 01:29:00 PST,+142919+0j,+1.52688e+06+824905j
2013-08-28 01:30:00 PST,+142919+0j,+1.52158e+06+823630j
2013-08-28 01:31:00 PST,+142905+0j,+1.5235e+06+824689j
2013-08-28 01:32:00 PST,+142905+0j,+1.52256e+06+824213j
2013-08-28 01:33:00 PST,+142905+0j,+1.51975e+06+822857j
2013-08-28 01:34:00 PST,+142905+0j,+1.5219e+06+823673j
2013-08-28 01:35:00 PST,+142905+0j,+1.52593e+06+825371j
2013-08-28 01:36:00 PST,+142909+0j,+1.52685e+06+825428j
2013-08-28 01:37:00 PST,+142909+0j,+1.52647e+06+824754j
2013-08-28 01:38:00 PST,+142909+0j,+1.53109e+06+826264j
2013-08-28 01:39:00 PST,+142909+0j,+1.53761e+06+828664j
2013-08-28 01:40:00 PST,+142909+0j,+1.53911e+06+828872j
2013-08-28 01:41:00 PST,+142901+0j,+1.53711e+06+827938j
2013-08-28 01:42:00 PST,+142901+0j,+1.537e+06+828120j
2013-08-28 01:43:00 PST,+142901+0j,+1.53683e+06+828419j
2013-08-28 01:44:00 PST,+142901+0j,+1.53164e+06+826527j
2013-08-28 01:45:00 PST,+142901+0j,+1.52846e+06+825286j
2013-08-28 01:46:00 PST,+142900+0j,+1.52947e+06+826001j
2013-08-28 01:47:00 PST,+142900+0j,+1.52817e+06+825984j
2013-08-28 01:48:00 PST,+142900+0j,+1.5219e+06+823790j
2013-08-28 01:49:00 PST,+142900+0j,+1.51763e+06+822243j
2013-08-28 01:50:00 PST,+142900+0j,+1.5183e+06+822864j
2013-08-28 01:51:00 PST,+142907+0j,+1.52049e+06+823851j
2013-08-28 01:52:00 PST,+142907+0j,+1.51912e+06+823033j
2013-08-28 01:53:00 PST,+142907+0j,+1.51971e+06+822852j
2013-08-28 01:54:00 PST,+142907+0j,+1.52527e+06+824845j
2013-08-28 01:55:00 PST,+142907+0j,+1.52886e+06+826199j
2013-08-28 01:56:00 PST,+142904+0j,+1.52489e+06+824641j
2013-08-28 01:57:00 PST,+142904+0j,+1.52178e+06+823421j
2013-08-28 01:58:00 PST,+142904+0j,+1.52364e+06+824376j
2013-08-28 01:59:00 PST,+142904+0j,+1.52351e+06+824687j
2013-08-28 02:00:00 PST,+142904+0j,+1.51843e+06+822828j
2013-08-28 02:01:00 PST,+142899+0j,+1.5186e+06+822511j
2013-08-28 02:02:00 PST,+142899+0j,+1.5255e+06+824881j
2013-08-28 02:03:00 PST,+142899+0j,+1.53043e+06+826614j
2013-08-28 02:04:00 PST,+142899+0j,+1.53036e+06+826162j
2013-08-28 02:05:00 PST,+142899+0j,+1.53228e+06+826353j
2013-08-28 02:06:00 PST,+142894+0j,+1.53275e+06+826904j
2013-08-28 02:07:00 PST,+142894+0j,+1.52784e+06+825872j
2013-08-28 02:08:00 PST,+142894+0j,+1.51797e+06+822668j
2013-08-28 02:09:00 PST,+142894+0j,+1.51011e+06+820114j
2013-08-28 02:10:00 PST,+142894+0j,+1.50713e+06+819712j
2013-08-28 02:11:00 PST,+142907+0j,+1.50939e+06+820736j
2013-08-28 02:12:00 PST,+142907+0j,+1.51054e+06+820625j
2013-08-28 02:13:00 PST,+142907+0j,+1.51362e+06+821141j
2013-08-28 02:14:00 PST,+142907+0j,+1.52164e+06+823823j
2013-08-28 02:15:00 PST,+142907+0j,+1.5277e+06+825874j
2013-08-28 02:16:00 PST,+142863+0j,+1.52548e+06+824889j
2013-08-28 02:17:00 PST,+142863+0j,+1.52129e+06+823367j
2013-08-28 02:18:00 PST,+142863+0j,+1.52014e+06+823256j
2013-08-28 02:19:00 PST,+142863+0j,+1.51892e+06+823263j
2013-08-28 02:20:00 PST,+142863+0j,+1.51278e+06+821108j
2013-08-28 02:21:00 PST,+142864+0j,+1.51154e+06+820416j
2013-08-28 02:22:00 PST,+142864+0j,+1.51704e+06+822392j
2013-08-28 02:23:00 PST,+142864+0j,+1.52058e+06+823733j
2013-08-28 02:24:00 PST,+142864+0j,+1.51918e+06+822908j
2013-08-28 02:25:00 PST,+142864+0j,+1.51975e+06+822719j
2013-08-28 02:26:00 PST,+142863+0j,+1.52172e+06+823700j
2013-08-28 02:27:00 PST,+142863+0j,+1.51933e+06+823376j
2013-08-28 02:28:00 PST,+142863+0j,+1.51201e+06+820892j
2013-08-28 02:29:00 PST,+142863+0j,+1.50668e+06+819049j
2013-08-28 02:30:00 PST,+142863+0j,+1.50623e+06+819355j
2013-08-28 02:31:00 PST,+142893+0j,+1.50917e+06+820627j
2013-08-28 02:32:00 PST,+142893+0j,+1.51026e+06+820499j
2013-08-28 02:33:00 PST,+142893+0j,+1.51328e+06+820998j
2013-08-28 02:34:00 PST,+142893+0j,+1.52123e+06+823663j
2013-08-28 02:35:00 PST,+142893+0j,+1.52723e+06+825695j
2013-08-28 02:36:00 PST,+142884+0j,+1.52412e+06+824359j
2013-08-28 02:37:00 PST,+142884+0j,+1.52008e+06+822879j
2013-08-28 02:38:00 PST,+142884+0j,+1.521e+06+823570j
2013-08-28 02:39:00 PST,+142884+0j,+1.51993e+06+823617j
2013-08-28 02:40:00 PST,+142884+0j,+1.51393e+06+821500j
2013-08-28 02:41:00 PST,+142886+0j,+1.51129e+06+820420j
2013-08-28 02:42:00 PST,+142886+0j,+1.51463e+06+821788j
2013-08-28 02:43:00 PST,+142886+0j,+1.51599e+06+822520j
2013-08-28 02:44:00 PST,+142886+0j,+1.51245e+06+821093j
2013-08-28 02:45:00 PST,+142886+0j,+1.51087e+06+820302j
2013-08-28 02:46:00 PST,+142876+0j,+1.51215e+06+821062j
2013-08-28 02:47:00 PST,+142876+0j,+1.51002e+06+820810j
2013-08-28 02:48:00 PST,+142876+0j,+1.50301e+06+818413j
2013-08-28 02:49:00 PST,+142876+0j,+1.49796e+06+816650j
2013-08-28 02:50:00 PST,+142876+0j,+1.49774e+06+817022j
2013-08-28 02:51:00 PST,+142885+0j,+1.49761e+06+817362j
2013-08-28 02:52:00 PST,+142885+0j,+1.49425e+06+815989j
2013-08-28 02:53:00 PST,+142885+0j,+1.49281e+06+815238j
2013-08-28 02:54:00 PST,+142885+0j,+1.49619e+06+816616j
2013-08-28 02:55:00 PST,+142885+0j,+1.49764e+06+817371j
2013-08-28 02:56:00 PST,+142886+0j,+1.49672e+06+816684j
2013-08-28 02:57:00 PST,+142886+0j,+1.49998e+06+817250j
2013-08-28 02:58:00 PST,+142886+0j,+1.50811e+06+819960j
2013-08-28 02:59:00 PST,+142886+0j,+1.51432e+06+822047j
2013-08-28 03:00:00 PST,+142886+0j,+1.51561e+06+821977j
2013-08-28 03:01:00 PST,+142884+0j,+1.51459e+06+821338j
2013-08-28 03:02:00 PST,+142884+0j,+1.51426e+06+821678j
2013-08-28 03:03:00 PST,+142884+0j,+1.51194e+06+821376j
2013-08-28 03:04:00 PST,+142884+0j,+1.50475e+06+818926j
2013-08-28 03:05:00 PST,+142884+0j,+1.49951e+06+817112j
2013-08-28 03:06:00 PST,+142889+0j,+1.50275e+06+818467j
2013-08-28 03:07:00 PST,+142889+0j,+1.50775e+06+820217j
2013-08-28 03:08:00 PST,+142889+0j,+1.50787e+06+819819j
2013-08-28 03:09:00 PST,+142889+0j,+1.50992e+06+820046j
2013-08-28 03:10:00 PST,+142889+0j,+1.51689e+06+822434j
2013-08-28 03:11:00 PST,+142887+0j,+1.51966e+06+823550j
2013-08-28 03:12:00 PST,+142887+0j,+1.51504e+06+821822j
2013-08-28 03:13:00 PST,+142887+0j,+1.5124e+06+820734j
2013-08-28 03:14:00 PST,+142887+0j,+1.51468e+06+821805j
2013-08-28 03:15:00 PST,+142887+0j,+1.51499e+06+822239j
2013-08-28 03:16:00 PST,+142896+0j,+1.51161e+06+820892j
2013-08-28 03:17:00 PST,+142896+0j,+1.51133e+06+820463j
2013-08-28 03:18:00 PST,+142896+0j,+1.51596e+06+822195j
2013-08-28 03:19:00 PST,+142896+0j,+1.51863e+06+823293j
2013-08-28 03:20:00 PST,+142896+0j,+1.51637e+06+822226j
2013-08-28 03:21:00 PST,+142895+0j,+1.51605e+06+821783j
2013-08-28 03:22:00 PST,+142895+0j,+1.5207e+06+823522j
2013-08-28 03:23:00 PST,+142895+0j,+1.52339e+06+824622j
2013-08-28 03:24:00 PST,+142895+0j,+1.52111e+06+823552j
2013-08-28 03:25:00 PST,+142895+0j,+1.52081e+06+823120j
2013-08-28 03:26:00 PST,+142893+0j,+1.52293e+06+824140j
2013-08-28 03:27:00 PST,+142893+0j,+1.51971e+06+823584j
2013-08-28 03:28:00 PST,+142893+0j,+1.51157e+06+820867j
2013-08-28 03:29:00 PST,+142893+0j,+1.50541e+06+818793j
2013-08-28 03:30:00 PST,+142893+0j,+1.50412e+06+818865j
2013-08-28 03:31:00 PST,+142896+0j,+1.50386e+06+819148j
2013-08-28 03:32:00 PST,+142896+0j,+1.50284e+06+818431j
2013-08-28 03:33:00 PST,+142896+0j,+1.50375e+06+818338j
2013-08-28 03:34:00 PST,+142896+0j,+1.50954e+06+820393j
2013-08-28 03:35:00 PST,+142896+0j,+1.51339e+06+821820j
2013-08-28 03:36:00 PST,+142895+0j,+1.50996e+06+820422j
2013-08-28 03:37:00 PST,+142895+0j,+1.50499e+06+818681j
2013-08-28 03:38:00 PST,+142895+0j,+1.50489e+06+819085j
2013-08-28 03:39:00 PST,+142895+0j,+1.50282e+06+818855j
2013-08-28 03:40:00 PST,+142895+0j,+1.49593e+06+816492j
2013-08-28 03:41:00 PST,+142898+0j,+1.49331e+06+815423j
2013-08-28 03:42:00 PST,+142898+0j,+1.49905e+06+817462j
2013-08-28 03:43:00 PST,+142898+0j,+1.50287e+06+818882j
2013-08-28 03:44:00 PST,+142898+0j,+1.50185e+06+818164j
2013-08-28 03:45:00 PST,+142898+0j,+1.50276e+06+818068j
2013-08-28 03:46:00 PST,+142894+0j,+1.50891e+06+820211j
2013-08-28 03:47:00 PST,+142894+0j,+1.51393e+06+821966j
2013-08-28 03:48:00 PST,+142894+0j,+1.51404e+06+821564j
2013-08-28 03:49:00 PST,+142894+0j,+1.51609e+06+821793j
2013-08-28 03:50:00 PST,+142894+0j,+1.52309e+06+824192j
2013-08-28 03:51:00 PST,+142885+0j,+1.52633e+06+825416j
2013-08-28 03:52:00 PST,+142885+0j,+1.52179e+06+823709j
2013-08-28 03:53:00 PST,+142885+0j,+1.51924e+06+822645j
2013-08-28 03:54:00 PST,+142885+0j,+1.52164e+06+823753j
2013-08-28 03:55:00 PST,+142885+0j,+1.52206e+06+824218j
2013-08-28 03:56:00 PST,+142882+0j,+1.51852e+06+822782j
2013-08-28 03:57:00 PST,+142882+0j,+1.51898e+06+822564j
2013-08-28 03:58:00 PST,+142882+0j,+1.5244e+06+824519j
2013-08-28 03:59:00 PST,+142882+0j,+1.52785e+06+825834j
2013-08-28 04:00:00 PST,+142882+0j,+1.52631e+06+824969j
2013-08-28 04:01:00 PST,+142899+0j,+1.52641e+06+824705j
2013-08-28 04:02:00 PST,+142899+0j,+1.52996e+06+826137j
2013-08-28 04:03:00 PST,+142899+0j,+1.53152e+06+826922j
2013-08-28 04:04:00 PST,+142899+0j,+1.52808e+06+825522j
2013-08-28 04:05:00 PST,+142899+0j,+1.52664e+06+824769j
2013-08-28 04:06:00 PST,+142897+0j,+1.53017e+06+826188j
2013-08-28 04:07:00 PST,+142897+0j,+1.53174e+06+826976j
2013-08-28 04:08:00 PST,+142897+0j,+1.52831e+06+825578j
2013-08-28 04:09:00 PST,+142897+0j,+1.52687e+06+824828j
2013-08-28 04:10:00 PST,+142897+0j,+1.53043e+06+826263j
2013-08-28 04:11:00 PST,+142897+0j,+1.53126e+06+826842j
2013-08-28 04:12:00 PST,+142897+0j,+1.52538e+06+824756j
2013-08-28 04:13:00 PST,+142897+0j,+1.5215e+06+823320j
2013-08-28 04:14:00 PST,+142897+0j,+1.52259e+06+824058j
2013-08-28 04:15:00 PST,+142897+0j,+1.52168e+06+824151j
2013-08-28 04:16:00 PST,+142914+0j,+1.51579e+06+822122j
2013-08-28 04:17:00 PST,+142914+0j,+1.51082e+06+820382j
2013-08-28 04:18:00 PST,+142914+0j,+1.51076e+06+820797j
2013-08-28 04:19:00 PST,+142914+0j,+1.50873e+06+820575j
2013-08-28 04:20:00 PST,+142914+0j,+1.50183e+06+818209j
2013-08-28 04:21:00 PST,+142922+0j,+1.50015e+06+817416j
2013-08-28 04:22:00 PST,+142922+0j,+1.51154e+06+821041j
2013-08-28 04:23:00 PST,+142922+0j,+1.52101e+06+824046j
2013-08-28 04:24:00 PST,+142922+0j,+1.52553e+06+824881j
2013-08-28 04:25:00 PST,+142922+0j,+1.53199e+06+826347j
2013-08-28 04:26:00 PST,+142911+0j,+1.54075e+06+829211j
2013-08-28 04:27:00 PST,+142911+0j,+1.54042e+06+829464j
2013-08-28 04:28:00 PST,+142911+0j,+1.53504e+06+827519j
2013-08-28 04:29:00 PST,+142911+0j,+1.53169e+06+826230j
2013-08-28 04:30:00 PST,+142911+0j,+1.53336e+06+827133j
2013-08-28 04:31:00 PST,+142927+0j,+1.53413e+06+827749j
2013-08-28 04:32:00 PST,+142927+0j,+1.53222e+06+826779j
2013-08-28 04:33:00 PST,+142927+0j,+1.53231e+06+826456j
2013-08-28 04:34:00 PST,+142927+0j,+1.53743e+06+828329j
2013-08-28 04:35:00 PST,+142927+0j,+1.54054e+06+829551j
2013-08-28 04:36:00 PST,+142924+0j,+1.53765e+06+828295j
2013-08-28 04:37:00 PST,+142924+0j,+1.53388e+06+826887j
2013-08-28 04:38:00 PST,+142924+0j,+1.53513e+06+827673j
2013-08-28 04:39:00 PST,+142924+0j,+1.53437e+06+827805j
2013-08-28 04:40:00 PST,+142924+0j,+1.5286e+06+825750j
2013-08-28 04:41:00 PST,+142925+0j,+1.52449e+06+824251j
2013-08-28 04:42:00 PST,+142925+0j,+1.5241e+06+824575j
2013-08-28 04:43:00 PST,+142925+0j,+1.52171e+06+824251j
2013-08-28 04:44:00 PST,+142925+0j,+1.51438e+06+821762j
2013-08-28 04:45:00 PST,+142925+0j,+1.50904e+06+819916j
2013-08-28 04:46:00 PST,+142985+0j,+1.51162e+06+821274j
2013-08-28 04:47:00 PST,+142985+0j,+1.51922e+06+823754j
2013-08-28 04:48:00 PST,+
